av_alive	av_w0	av_th0	av_g0	av_ga0	av_alphw	av_alphth	av_beta	av_v	av_gf	av_mf	av_cif	sd_w0	sd_th0	sd_g0	sd_ga0	sd_alphw	sd_alphth	sd_beta	sd_v	sd_gf	sd_mf	sd_cif
0.98675	-0.065524831984425	3.97818459689617	0.0854637802573852	1.33306244382262	0.0646034315686557	56.874364979744	1.12808747471869	0.790269998520613	0.0462262139497325	1	0.0183100660094933	0.0641402189922196	0.255232276364632	0.0599110205656139	0.367230734654609	0.0276428355209358	8.15587120750765	0.132826754405378	0.0442611627713194	0.030207094690849	0	0.0193832591282826
0.98325	-0.0686673187506385	3.8687013272047	0.0755397921174736	1.0299951917138	0.06940088434465	56.6585013461113	1.3901386719048	0.804971547737718	0.0558371779975005	1	0.0182172949616761	0.0673947557592098	0.258122722677366	0.0569183133018393	0.329330963422076	0.0309462615528815	9.08959836871106	0.235835541646015	0.028793671628095	0.0300056808328515	0	0.0199464697596058
0.9835	-0.0545965609038249	3.81246473664045	0.0698812141765375	1.18612516157329	0.0506213564267382	51.2037535305023	1.32645190221071	0.815939526766539	0.0331580870226899	1	0.0198671058247055	0.0614731830643784	0.277043369088564	0.050871761614467	0.241481954570254	0.0238812129439091	4.6764124859198	0.137059085691882	0.0439497532438939	0.022228477069681	0	0.023229312261176
0.985	-0.0788557185654063	3.70381539815664	0.0444051578925118	1.26051393109933	0.0674593946074601	44.9495647072792	1.25753180396557	0.79446210193634	0.0620020319204777	1	0.0199738339984324	0.0693363178026995	0.300971010078396	0.0467191742355613	0.339844241238046	0.0392203454046673	5.13340399916533	0.120246016875606	0.0285209212212381	0.0409437423362821	0	0.0206898155329538
0.98325	-0.0775047973641194	3.69268821007013	0.0741631304267648	1.08996860616468	0.047214100453537	44.3084690313339	1.20757531990111	0.807965364575386	0.0308170599201258	1	0.021758105134606	0.0580330597424303	0.248813075050683	0.063276597101919	0.436095518726807	0.0247024721794638	6.70002724054581	0.136767892113391	0.0311009751463638	0.0226342973387765	0	0.0201814731698782
0.98775	-0.0705916642342927	3.83343016606569	0.0903943464468393	0.992995655738749	0.0454872692362987	54.2735988483429	1.25945637518167	0.801006833925843	0.0399397476033919	1	0.0190789218657883	0.0671341449182968	0.232423786960507	0.0570772474025513	0.552142350472356	0.0239614673194944	5.86813715524637	0.181695786906955	0.0333076872111153	0.028493752265831	0	0.0202043801789762
0.984	-0.0937942751588998	3.66954569995403	0.0666132755314466	1.17809897972643	0.0546416830444505	57.2036418147087	1.11606920280308	0.808173429504037	0.0320229397464427	1	0.0266961071872211	0.0717023256159489	0.214601770486252	0.0541492351497394	0.283411961071455	0.0257660364086426	8.4744280918833	0.214088530997709	0.0397861833891236	0.0215389929185007	0	0.0230738520266454
0.9855	-0.0768743832829641	3.76078896439075	0.0889559111241251	1.00156536131725	0.0552294573619729	56.2675892887115	1.14588992720097	0.799007385283709	0.0392204475017643	1	0.028426285190395	0.0702173329403298	0.259721955943148	0.062541163363423	0.270627810644806	0.0246624273566959	4.97875405104129	0.225296598728868	0.0383895616681334	0.0221599944894237	0	0.0237246344918868
0.98325	-0.0691349973186152	3.92143263918161	0.0648102452522726	0.994270317707211	0.0530881363591179	57.3227245931625	1.25623169814795	0.796141253948212	0.0619882548801834	1	0.0203875359536178	0.0561738943050362	0.330892884977519	0.0617026865349025	0.313984138043039	0.022718857926811	5.03132398966407	0.352539867731829	0.0498787732196514	0.0304468546588797	0	0.0197148325662109
0.98525	-0.0554361521510873	3.85334215790033	0.0781912744223373	1.25329724659771	0.0433255368152168	61.8612100915909	1.2998254204616	0.806258853808045	0.0466442534477101	1	0.0165975191022771	0.0713746420430812	0.215726663821354	0.0568493830962639	0.294167419835076	0.0212557179004314	4.35572300348626	0.257984379301524	0.0529777582590145	0.0308108336712521	0	0.0184273648695801
0.987	-0.0670541305126389	3.99985383075476	0.0862734910837607	0.918075300876983	0.0427167309830547	64.0046490688324	1.38154385909438	0.809213355720043	0.0606261318964825	1	0.0139165526298639	0.0548024689983512	0.228472150641657	0.0600437348099054	0.475038377375493	0.0210941926557668	2.64985449954337	0.331303768625666	0.0375468631878353	0.0222168909194331	0	0.0162021323378158
0.98875	-0.0810963354385458	3.95085709881783	0.0573072407853615	0.955931790627539	0.0441084705297253	65.9213166790009	1.4188650534153	0.80270889467001	0.0590649224474328	1	0.0174639043937059	0.0552423904712957	0.263667782747471	0.0537391946372526	0.209191092343003	0.0245388137593882	4.68887233572398	0.243150827232394	0.0418333854784696	0.0289797982370827	0	0.0196688293943573
0.98675	-0.0699929570278618	4.02535031151772	0.0837278061964025	1.19454577936977	0.0806931539458747	73.8318521919251	1.23396016947925	0.801374051496387	0.0519834980254527	1	0.0256498508341756	0.0651904043478437	0.250833588403698	0.0592961113191354	0.341689637711687	0.0275413769779195	4.56299214839249	0.200494599660864	0.0366071690351599	0.0309888626856259	0	0.028761057037431
0.987	-0.0796948816183722	3.92958437806368	0.0497336978343083	1.38219254493713	0.0641217121203663	70.6799625511169	1.32311292926967	0.802168114289641	0.0640755440014473	1	0.0289225224404363	0.0596666792608858	0.351760814292267	0.0431762664846369	0.290555616238713	0.0280132890872519	3.27836802558949	0.262035556465351	0.0270014617820511	0.0346550785943641	0	0.0236551877271168
0.98675	-0.0697372688418254	4.18414721947908	0.0886432211036445	1.3541835912019	0.0362841619698884	68.8291976985931	1.11280086765438	0.794264386832714	0.043405658283591	1	0.0212910742465901	0.0623702834382204	0.29946472087896	0.0615046748669107	0.335219782634193	0.0205032952471911	3.76883369697682	0.252621387842993	0.0429264791543635	0.0269846529283349	0	0.0206569402809506
0.9825	-0.0762394403616199	4.10663772946596	0.0703227549120202	1.5890469320789	0.0492657509578603	64.5614534893036	1.09017619496584	0.789781854122877	0.0429471593632479	1	0.0264636594295134	0.0700108012449308	0.271518029772906	0.0578434004504545	0.342267119713647	0.0272838061260835	6.83146524352151	0.185590971243653	0.0309319939086075	0.0296243052973915	0	0.0220477837903899
0.982	-0.0692044394877739	3.97111144834757	0.0898554095302243	1.43509756661579	0.0483886071375164	61.0229236288071	1.19781645837426	0.805837491884828	0.0253629933954944	1	0.0218460418229588	0.0632494029469575	0.252690749167225	0.0522803970889505	0.332437884086	0.0240478589733672	8.20082635310116	0.174235456917223	0.0438062556022703	0.0158584928289249	0	0.0232452442201474
0.98875	-0.0972812645695521	4.08609931588173	0.0744729987846113	1.76083778172731	0.0525208548881637	61.378909989357	1.0727886679545	0.779107982397079	0.0421269126278639	1	0.0190271514765918	0.0665080091804543	0.371473550762326	0.0542152242735587	0.351420791942949	0.0273452162544492	8.72872498966112	0.213589250805222	0.0335547423470619	0.0223340194575436	0	0.0229215619354565
0.983	-0.0713705630337354	4.18036410242319	0.0929799690506879	1.35629020854831	0.0561849620901048	59.4179478559494	1.20399666976929	0.749444368317723	0.0384519676514901	1	0.0249745307429475	0.0642681889191738	0.326002762993505	0.0595283908722375	0.350730302499757	0.0300941151978948	5.53417072583527	0.175086877216596	0.0390132546717434	0.0248855997345727	0	0.0258230244627096
0.985	-0.0741514753949596	3.7777480686903	0.051574789000224	1.20660701849312	0.053881665322464	62.8123813390732	1.0889520541504	0.820279824823141	0.0733907370058296	1	0.0272341238930094	0.0746723780197489	0.259160463169391	0.0423736086678013	0.412697892583841	0.025502803717182	5.52361886850051	0.201875909445252	0.0559807116365186	0.0366970857857374	0	0.026537428649097
0.98575	-0.108006658751518	3.79210990810394	0.0726276492773031	0.73085356466379	0.0590830323247355	53.5350929346085	1.36974926719069	0.775744941473007	0.0781261168080382	1	0.0257024529272749	0.0618974723643506	0.226177842602425	0.058122009012765	0.302469243896619	0.0273505583287287	4.96052253971534	0.234439702070175	0.0405743564288712	0.0267909923118986	0	0.024037194890645
0.985	-0.097848961191019	3.73687203991413	0.0953882678592345	0.81292001402285	0.0564013436984387	50.8607107715607	1.36494005006552	0.790445449307561	0.0398182607892268	1	0.0190825023376892	0.0695552449064655	0.24904478162369	0.0643936172229764	0.365197328784016	0.0262090652108416	5.31750615515239	0.308918339125327	0.0404755549633006	0.0255385575916821	0	0.0203746422378038
0.9855	-0.0847471977379173	3.57295818823576	0.0919995000390918	1.03530379636213	0.0662150301564761	45.6788482375145	1.15348060442507	0.782334291428328	0.0578706563312444	1	0.0189292243888849	0.073574962418474	0.28024998977681	0.060738526063915	0.344814445317281	0.030426022823048	6.99810818595484	0.154599232744816	0.0260331394650826	0.0318669381995365	0	0.0204063297390576
0.98275	-0.0755377063502092	3.44188191640377	0.0832676505457348	1.16787043733895	0.0917349385723937	46.6614172792435	1.14440611958504	0.809254408538342	0.0447696782276034	1	0.0179474081434273	0.0675539233885056	0.226459922306642	0.0571822501061036	0.303243853638307	0.0336054214419828	6.50698868554564	0.161997294195402	0.0348052074056265	0.0222112811241767	0	0.0173856677934758
0.983	-0.0837298011899693	3.64604380023479	0.0573688103380846	1.18673668488488	0.0524357125288807	38.9082687349319	1.41244837938249	0.794693196281791	0.043150043407979	1	0.0215549013241252	0.0682347099155788	0.235807568401701	0.0477295459492381	0.313884317362354	0.0235181961677353	7.19356092692389	0.186710477008724	0.047461594454698	0.0285980107824912	0	0.0248448766512034
0.986	-0.0748327976684086	3.45610874658823	0.109815866677556	1.22677000620216	0.0520345745266459	38.1221733870506	1.32690430915356	0.824148102685809	0.0755960804176575	1	0.0236847086126509	0.0666892112803155	0.279806040409616	0.069290646047428	0.44403502298904	0.0220101416011692	4.06560972753297	0.175126260110175	0.0381379550802269	0.0329055817115074	0	0.0236364961466637
0.98775	-0.0909161520984489	3.49018625766039	0.0633356719288422	0.968775643039495	0.0433768564910279	39.072953265667	1.23038611629605	0.817641630098224	0.0605221258317179	1	0.0146119369220396	0.0649751871891986	0.281566399209589	0.0538966403213037	0.28784644341263	0.01856374022053	5.36673430462191	0.130482939973532	0.0357891390743896	0.0304310151783143	0	0.0194584271585954
0.982	-0.0694849892125931	3.6747393451333	0.0962247556411312	1.19663118607551	0.0493813333922299	45.8504248013496	1.30697100532055	0.821060543984175	0.0951130351563916	1	0.0266042838600988	0.0687878663702025	0.268993765954818	0.0743719544367803	0.342057647690549	0.0283291429826998	3.67391850316844	0.166029380654804	0.0306319056368925	0.0282905867379202	0	0.0247723296178019
0.9835	-0.0699939819867723	3.7575467196703	0.0808805004883907	0.557568622855004	0.0749766382607631	43.2084547204971	1.28843413172662	0.778375862509012	0.0644339263013098	1	0.0206672988962382	0.0659442511361939	0.203152855997288	0.0548200608290883	0.281180020934716	0.0270933484875771	4.04159800553959	0.183235065044261	0.0342351539252553	0.0279297406882873	0	0.0175179894949445
0.986	-0.0814231511839898	3.67397407025099	0.104209903118837	0.914753404743969	0.0592021791986481	39.1897967672348	1.20143605495989	0.769700062006712	0.0558344597464529	1	0.0191735712011432	0.0703281217619128	0.202122626589837	0.0614083230750614	0.277358385135776	0.0304692415486616	4.98428106892995	0.280561570900735	0.0266961132304301	0.0299566870022836	0	0.0181066663860746
0.9835	-0.102259238020983	3.7641147377491	0.0785471712729777	1.45438235116005	0.0672659201127244	44.5228087010384	1.03632847522199	0.787305443912744	0.0330714446921047	1	0.0321421480203426	0.0800528944594246	0.338273315398042	0.0628339795391571	0.37690444002873	0.0301161908896069	4.77510152436141	0.209724472047546	0.0458469874418591	0.0175556251936385	0	0.0253001053786135
0.9835	-0.0658627887811745	3.49400030368567	0.128101674760925	1.15412577211484	0.059916803191998	41.7961380624771	1.00492531326413	0.788005639597774	0.048199488192402	1	0.0150776258864207	0.0737610271564936	0.226361117897447	0.0681729925564993	0.302158236159433	0.0210598810120011	4.61763853876838	0.19038705723341	0.0310570541518518	0.0393287848741606	0	0.017947028987573
0.986	-0.0701007195749553	3.53125868988037	0.076943033153424	0.976851422090083	0.0567651957189064	41.2542424287796	1.06734604899585	0.806891534462571	0.0415769450425578	1	0.0275872674818675	0.057334343538691	0.257478740676862	0.0649440698694559	0.269769182039211	0.0298599086690846	4.08611781526323	0.134076705920538	0.0315499680272199	0.0288210982927802	0	0.028209781338255
0.98425	-0.10179295507702	3.5005297293663	0.0800060403042007	1.05120567536727	0.071084127845359	40.1434876885414	1.05620421048999	0.808276532292366	0.0580719569226494	1	0.0269466221599869	0.0756541828596231	0.226274474584016	0.0597931397108147	0.247628449009561	0.0273323661367097	5.36484094741458	0.164203281953972	0.0465267214788172	0.0247132380126421	0	0.0242673907997718
0.986	-0.0972552602179348	3.56711869692802	0.0568806847840897	1.1790275611598	0.0678906260172953	43.7868082284927	1.26657569922507	0.804640708103776	0.0555761324977211	1	0.0210010895542364	0.0707861508068704	0.311226038888593	0.0457486495328895	0.23702268524574	0.0326392247976842	3.65050921057376	0.206871599747313	0.0283833636492449	0.0360154736312514	0	0.0206806871502354
0.98275	-0.0579529500241624	3.65423454397917	0.0940358218989568	1.24139820895158	0.0599541271427879	36.2144595923424	1.31049067433178	0.799253458619118	0.0541345706317807	1	0.0214283175359706	0.0633543008686305	0.311672382428491	0.0701307504232233	0.406495098546514	0.0353536987460363	5.35598649505671	0.160263905282822	0.0325858948437016	0.0262798302583295	0	0.0187965690102404
0.9815	-0.0623932223119773	3.40594906753302	0.0895004592423793	1.06900425733253	0.0584270046254969	35.2006995825768	1.28115473939478	0.809821210697293	0.0783263245305279	1	0.0211965017259499	0.0695046955655218	0.254550304286455	0.0704967353280264	0.438813828463624	0.0324570157433364	5.97118514499214	0.102056459180805	0.0385616662162035	0.0340763285553803	0	0.0221371882117342
0.9865	-0.0718060493795201	3.60429712510109	0.0919715882614328	1.23712565790862	0.0740585683679674	38.84394231987	1.43661803506315	0.796770859599113	0.0702164308471838	1	0.0230886179222143	0.093767952862009	0.267136845384948	0.0634101365358436	0.439835956708038	0.0305102678881939	6.64559383315318	0.160284823851176	0.0347324317514174	0.0369388414783402	0	0.0255487589272744
0.98375	-0.0722177330111153	3.46685895127058	0.0869893425488262	0.922857105176241	0.0817194615963817	37.624225561142	1.38114618749917	0.800811516717076	0.0576173478282472	1	0.0241801438633847	0.081084570584505	0.266938674896557	0.0628713127761803	0.512461458825597	0.0316873981614272	5.2767495723522	0.168228043000734	0.0290283807218575	0.0279711412918428	0	0.023373493727699
0.9865	-0.0951508891528938	3.48509046006203	0.0972773126685061	1.29542590820044	0.0723377794446424	40.3881855854988	1.46897809883952	0.779604428082705	0.0538435872315531	1	0.0183825037048809	0.0654011629742607	0.247782158631675	0.0615020077268753	0.521451725082859	0.0324987923850394	4.70557791130004	0.146827629290558	0.0404503761184147	0.0276873929390873	0	0.022095138857787
0.98525	-0.0701770498588448	3.57187338864803	0.0828676851215132	1.43632000714913	0.056382971518964	35.5944788274765	1.59059797915816	0.805653191909194	0.0698174158565234	1	0.0273075585306683	0.0646709370396268	0.206413601090086	0.0647220800014807	0.388768713202996	0.0258205358331313	4.61008824118448	0.276649169231391	0.0309165509360272	0.0312258747017294	0	0.0227404119116606
0.98325	-0.0620553721729666	3.3478875914216	0.0643695727901068	1.05390959528089	0.0556845778183852	36.5462198677063	1.34158548682928	0.829686681389809	0.0890528406908998	1	0.0234320858235442	0.069920768949259	0.345756519401544	0.0519486494024305	0.363382039898881	0.0273180619114099	4.97561052773792	0.196713057294622	0.0348759281159174	0.0387944868715296	0	0.0229778092596506
0.98125	-0.0614878138912609	3.56872201043367	0.0644269319461309	0.978324086330831	0.0763300671499746	35.731593811512	1.65133244860172	0.813058879181743	0.0399975657439791	1	0.0323623273360026	0.0626302849946617	0.231273870374021	0.0544944133902112	0.405364709817629	0.0341493297102147	3.23547843438765	0.277959252703767	0.0283465468836649	0.0214542421032329	0	0.0292751572318846
0.9835	-0.074272025717306	3.42800774049759	0.0895697336643934	1.09080069329403	0.0632806868047919	39.0844368309975	1.33171332336962	0.794788204222918	0.050877403795952	1	0.0126232751069765	0.0755180827743461	0.234606255552253	0.0532294328720443	0.362376913725757	0.0294232152937856	6.72849973186899	0.266369843489622	0.0322777613982697	0.0232971267030233	0	0.0162956227867542
0.9865	-0.0718486988315562	3.64586009955406	0.0847653036366682	1.07685887251236	0.0441735185274156	41.9130907263756	1.29534477132559	0.81270036482811	0.0685628969557583	1	0.0258240770640963	0.0644444233889458	0.370750853460328	0.0612262442378192	0.442431888544136	0.0310562166030648	5.95016368077524	0.267366536933551	0.0411445806672823	0.0274525604445016	0	0.0261187427422155
0.98275	-0.08452433268819	3.68040758568048	0.0945698427512543	1.2404828591682	0.0664586671070429	51.070355014801	1.28946874669194	0.799789358079433	0.0873223312364717	1	0.0229665243665586	0.0683471807610855	0.253400985211424	0.0581289890197169	0.385089846299804	0.0276084409368285	7.29283041317535	0.259581090695742	0.0417676637257881	0.0245011398536339	0	0.0236615636863992
0.98475	-0.0863918187466916	3.86428819978237	0.0707794015043764	0.864820007350296	0.0808436124053551	60.6184990205765	1.28523576295376	0.796741379886866	0.07932577477023	1	0.0218127141377367	0.0695646427832439	0.312484385757715	0.0589778667838638	0.31523668851055	0.0297563488707469	5.53678432718244	0.165903256163117	0.0300296435438414	0.0379605343971084	0	0.020895586383495
0.986	-0.075280609007692	3.83431430107355	0.102480428214418	1.00252253776789	0.0616287855719274	63.9217331066132	1.46309637768567	0.780894000560045	0.0232861488485469	1	0.0221884693447792	0.061764837916375	0.201828203623729	0.075760821424155	0.338569313523486	0.0350068608068495	6.81181453326169	0.203251666322674	0.0462828137249953	0.0180408836667856	0	0.0232609961357649
0.98475	-0.0596284590958385	3.83881679648161	0.0953246461133822	1.07404246944934	0.0590547869539623	60.9515037651062	1.42954838977754	0.801703398436308	0.0647152532848995	1	0.0232700530574948	0.0629721220730289	0.192686150522461	0.0635911141494028	0.373199172229826	0.029750415987466	6.07677128567804	0.162924323668825	0.0497313139406995	0.0356445758958277	0	0.0222793032261851
